name,warehouse_amount,warehouse_cost,category,start_amount_20221,start_cost_20221,plus_amount_20221,plus_cost_20221,minus_amount_2021,minus_cost_20221,end_amount_20221,end_cost_20221,Code,Measure,start_amount_20222,start_cost_20222,plus_amount_20222,plus_cost_20222,minus_amount_20222,minus_cost_20222,end_amount_20222,end_cost_20222,start_amount_20223,start_cost_20223,plus_amount_20223,plus_cost_20223,minus_amount_2023,minus_cost_20223,end_amount_20223,end_cost_20223,start_amount_20224,start_cost_20224,plus_amount_20224,plus_cost_20224,minus_amount_2024,minus_cost_20224,end_amount_20224,end_cost_20224
Коммутатор DLink 24 PoE 370Вт,2,0.0,101.36,2.0,120009.54,0.0,0.0,0.0,0.0,2.0,120009.54,02-0000000017,ед,2.0,120009.54,0.0,0.0,0.0,0.0,2.0,120009.54,2.0,120009.54,0.0,0.0,0.0,0.0,2.0,120009.54,2.0,120009.54,0.0,0.0,0.0,0.0,2.0,120009.54
Комплект мебели в кабинет руководителя,1,0.0,101.36,1.0,26539.38,0.0,0.0,0.0,0.0,1.0,26539.38,02-0000000017,ед,1.0,26539.38,0.0,0.0,0.0,0.0,1.0,26539.38,1.0,26539.38,0.0,0.0,0.0,0.0,1.0,26539.38,1.0,26539.38,0.0,0.0,0.0,0.0,1.0,26539.38
Комплект оборудования для монтажа видеодомофонной связи,1,0.0,101.36,1.0,10129.0,0.0,0.0,0.0,0.0,1.0,10129.0,02-0000000017,ед,1.0,10129.0,0.0,0.0,0.0,0.0,1.0,10129.0,1.0,10129.0,0.0,0.0,0.0,0.0,1.0,10129.0,1.0,10129.0,0.0,0.0,0.0,0.0,1.0,10129.0
Комплект оборудования для установки системы контроля и управления доступом,1,0.0,101.36,1.0,86701.0,0.0,0.0,0.0,0.0,1.0,86701.0,02-0000000017,ед,1.0,86701.0,0.0,0.0,0.0,0.0,1.0,86701.0,1.0,86701.0,0.0,0.0,0.0,0.0,1.0,86701.0,1.0,86701.0,0.0,0.0,0.0,0.0,1.0,86701.0
Комплект оборудования системы контроля доступа,1,0.0,101.36,1.0,61859.16,0.0,0.0,0.0,0.0,1.0,61859.16,02-0000000017,ед,1.0,61859.16,0.0,0.0,0.0,0.0,1.0,61859.16,1.0,61859.16,0.0,0.0,0.0,0.0,1.0,61859.16,1.0,61859.16,0.0,0.0,0.0,0.0,1.0,61859.16
Кондиционер мобильный RMM35CNE RoyalClima,1,0.0,101.36,1.0,47500.0,0.0,0.0,0.0,0.0,1.0,47500.0,02-0000000017,ед,1.0,47500.0,0.0,0.0,0.0,0.0,1.0,47500.0,1.0,47500.0,0.0,0.0,0.0,0.0,1.0,47500.0,1.0,47500.0,0.0,0.0,0.0,0.0,1.0,47500.0
Конференцкресло,59,197181.0,101.36,59.0,248434.3,0.0,0.0,0.0,0.0,59.0,248434.3,02-0000000017,ед,59.0,248434.3,0.0,0.0,0.0,0.0,59.0,248434.3,59.0,248434.3,0.0,0.0,0.0,0.0,59.0,248434.3,59.0,248434.3,0.0,0.0,0.0,0.0,59.0,248434.3
Конференцкресло DELTA,15,76081.65,21.36,15.0,76081.65,0.0,0.0,0.0,0.0,15.0,76081.65,02-0000000017,ед,15.0,76081.65,0.0,0.0,0.0,0.0,15.0,76081.65,15.0,76081.65,0.0,0.0,0.0,0.0,15.0,76081.65,15.0,76081.65,0.0,0.0,0.0,0.0,15.0,76081.65
Конференцкресло Geradom GD1028,7,0.0,101.36,7.0,21630.0,0.0,0.0,0.0,0.0,7.0,21630.0,02-0000000017,ед,7.0,21630.0,0.0,0.0,0.0,0.0,7.0,21630.0,7.0,21630.0,0.0,0.0,0.0,0.0,7.0,21630.0,7.0,21630.0,0.0,0.0,0.0,0.0,7.0,21630.0
Конференцкресло на полозьях,13,0.0,101.36,14.0,63397.32,0.0,0.0,0.0,0.0,14.0,63397.32,02-0000000017,ед,14.0,63397.32,0.0,0.0,0.0,0.0,14.0,63397.32,14.0,63397.32,0.0,0.0,0.0,0.0,14.0,63397.32,14.0,63397.32,0.0,0.0,1.0,4528.38,13.0,58868.94
Конференцкресло с подлокотниками,6,29559.06,21.36,6.0,29559.06,0.0,0.0,0.0,0.0,6.0,29559.06,02-0000000017,ед,6.0,29559.06,0.0,0.0,0.0,0.0,6.0,29559.06,6.0,29559.06,0.0,0.0,0.0,0.0,6.0,29559.06,6.0,29559.06,0.0,0.0,0.0,0.0,6.0,29559.06
Корзина для мусора 10 л пластик черная,150,9741.0,105.36,150.0,9741.0,0.0,0.0,0.0,0.0,150.0,9741.0,02-000000002169,шт,150.0,9741.0,0.0,0.0,0.0,0.0,150.0,9741.0,150.0,9741.0,0.0,0.0,0.0,0.0,150.0,9741.0,150.0,9741.0,0.0,0.0,0.0,0.0,150.0,9741.0
Корзина для пожарного рукава НПО  Русарсенал,2,916.4,21.36,2.0,916.4,0.0,0.0,0.0,0.0,2.0,916.4,02-0000000017,ед,2.0,916.4,0.0,0.0,0.0,0.0,2.0,916.4,2.0,916.4,0.0,0.0,0.0,0.0,2.0,916.4,2.0,916.4,0.0,0.0,0.0,0.0,2.0,916.4
Костюм мужской Азов для защиты от механических воздействий и ОПЗ куртка  брюки р104108182188,8,27805.44,105.35,10.0,34756.8,0.0,0.0,0.0,0.0,10.0,34756.8,02-000000002565,шт,10.0,34756.8,0.0,0.0,0.0,0.0,10.0,34756.8,10.0,34756.8,0.0,0.0,0.0,0.0,10.0,34756.8,10.0,34756.8,0.0,0.0,2.0,6951.36,8.0,27805.44
Кофемашина BOSCH TCA 5309,1,0.0,101.36,1.0,29200.0,0.0,0.0,0.0,0.0,1.0,29200.0,02-0000000017,ед,1.0,29200.0,0.0,0.0,0.0,0.0,1.0,29200.0,1.0,29200.0,0.0,0.0,0.0,0.0,1.0,29200.0,1.0,29200.0,0.0,0.0,0.0,0.0,1.0,29200.0
Кофемашина DELONGHI ECAM 22110SВ,1,0.0,101.36,2.0,47941.0,0.0,0.0,0.0,0.0,2.0,47941.0,02-0000000017,ед,2.0,47941.0,0.0,0.0,0.0,0.0,2.0,47941.0,2.0,47941.0,0.0,0.0,0.0,0.0,2.0,47941.0,2.0,47941.0,0.0,0.0,1.0,23970.5,1.0,23970.5
Кофемашина DELONGHI ECAM 22110В,2,0.0,101.36,3.0,69107.43000000001,0.0,0.0,0.0,0.0,3.0,69107.43000000001,02-0000000017,ед,3.0,69107.43000000001,0.0,0.0,0.0,0.0,3.0,69107.43000000001,3.0,69107.43000000001,0.0,0.0,0.0,0.0,3.0,69107.43000000001,3.0,69107.43000000001,0.0,0.0,1.0,23035.81,2.0,46071.62
Кресло,3,0.0,101.36,3.0,72036.0,0.0,0.0,0.0,0.0,3.0,72036.0,02-0000000017,ед,3.0,72036.0,0.0,0.0,0.0,0.0,3.0,72036.0,3.0,72036.0,0.0,0.0,0.0,0.0,3.0,72036.0,3.0,72036.0,0.0,0.0,0.0,0.0,3.0,72036.0
Кресло 77x61x54см,1,0.0,101.36,1.0,9676.0,0.0,0.0,0.0,0.0,1.0,9676.0,02-0000000017,ед,1.0,9676.0,0.0,0.0,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0,0.0,0.0,1.0,9676.0
Кресло College H935L2Black c высокой спинкой,8,0.0,101.36,8.0,46326.8,0.0,0.0,0.0,0.0,8.0,46326.8,02-0000000017,ед,8.0,46326.8,0.0,0.0,0.0,0.0,8.0,46326.8,8.0,46326.8,0.0,0.0,0.0,0.0,8.0,46326.8,8.0,46326.8,0.0,0.0,0.0,0.0,8.0,46326.8
Кресло ColleqeH935L2 B,6,0.0,101.36,6.0,34745.100000000006,0.0,0.0,0.0,0.0,6.0,34745.100000000006,02-0000000017,ед,6.0,34745.100000000006,0.0,0.0,0.0,0.0,6.0,34745.100000000006,6.0,34745.100000000006,0.0,0.0,0.0,0.0,6.0,34745.100000000006,6.0,34745.100000000006,0.0,0.0,0.0,0.0,6.0,34745.100000000006
Кресло KF2oregon10 молочный,23,71168.90000000001,21.36,23.0,71168.9,0.0,0.0,0.0,0.0,23.0,71168.9,02-0000000017,ед,23.0,71168.9,0.0,0.0,0.0,0.0,23.0,71168.9,23.0,71168.9,0.0,0.0,0.0,0.0,23.0,71168.9,23.0,71168.9,0.0,0.0,0.0,0.0,23.0,71168.9
Кресло РОЛАДН 730х740х930,2,0.0,101.36,2.0,17058.0,0.0,0.0,0.0,0.0,2.0,17058.0,02-0000000017,ед,2.0,17058.0,0.0,0.0,0.0,0.0,2.0,17058.0,2.0,17058.0,0.0,0.0,0.0,0.0,2.0,17058.0,2.0,17058.0,0.0,0.0,0.0,0.0,2.0,17058.0
Кресло для отдыха Алекто,6,14777.220000000001,101.36,6.0,57113.22,0.0,0.0,0.0,0.0,6.0,57113.22,02-0000000017,ед,6.0,57113.22,0.0,0.0,0.0,0.0,6.0,57113.22,6.0,57113.22,0.0,0.0,0.0,0.0,6.0,57113.22,6.0,57113.22,0.0,0.0,0.0,0.0,6.0,57113.22
Кресло для персонала,639,3971176.04,21.36,643.0,4003065.62,0.0,0.0,0.0,0.0,643.0,4003065.62,02-0000000017,ед,643.0,4003065.62,0.0,0.0,0.0,0.0,643.0,4003065.62,643.0,4003065.62,0.0,0.0,0.0,0.0,643.0,4003065.62,643.0,4003065.62,0.0,0.0,4.0,31889.58,639.0,3971176.04
Кресло для персонала CHAIRMAN 405,2,0.0,101.36,2.0,39734.14,0.0,0.0,0.0,0.0,2.0,39734.14,02-0000000017,ед,2.0,39734.14,0.0,0.0,0.0,0.0,2.0,39734.14,2.0,39734.14,0.0,0.0,0.0,0.0,2.0,39734.14,2.0,39734.14,0.0,0.0,0.0,0.0,2.0,39734.14
Кресло для персонала CHAIRMAN 420,2,0.0,101.36,2.0,55636.46,0.0,0.0,0.0,0.0,2.0,55636.46,02-0000000017,ед,2.0,55636.46,0.0,0.0,0.0,0.0,2.0,55636.46,2.0,55636.46,0.0,0.0,0.0,0.0,2.0,55636.46,2.0,55636.46,0.0,0.0,0.0,0.0,2.0,55636.46
Кресло для персонала CHAIRMAN 480,2,0.0,101.36,2.0,27171.96,0.0,0.0,0.0,0.0,2.0,27171.96,02-0000000017,ед,2.0,27171.96,0.0,0.0,0.0,0.0,2.0,27171.96,2.0,27171.96,0.0,0.0,0.0,0.0,2.0,27171.96,2.0,27171.96,0.0,0.0,0.0,0.0,2.0,27171.96
Кресло для персонала CHAIRMAN 901,3,0.0,101.36,3.0,30601.68,0.0,0.0,0.0,0.0,3.0,30601.68,02-0000000017,ед,3.0,30601.68,0.0,0.0,0.0,0.0,3.0,30601.68,3.0,30601.68,0.0,0.0,0.0,0.0,3.0,30601.68,3.0,30601.68,0.0,0.0,0.0,0.0,3.0,30601.68
Кресло для персонала Geradom GD1045,42,0.0,101.36,43.0,159100.0,0.0,0.0,0.0,0.0,43.0,159100.0,02-0000000017,ед,43.0,159100.0,0.0,0.0,0.0,0.0,43.0,159100.0,43.0,159100.0,0.0,0.0,0.0,0.0,43.0,159100.0,43.0,159100.0,0.0,0.0,1.0,3700.0,42.0,155400.0
Кресло для персонала Бюрократ OPTIMUM,2,0.0,101.36,2.0,38753.66,0.0,0.0,0.0,0.0,2.0,38753.66,02-0000000017,ед,2.0,38753.66,0.0,0.0,0.0,0.0,2.0,38753.66,2.0,38753.66,0.0,0.0,0.0,0.0,2.0,38753.66,2.0,38753.66,0.0,0.0,0.0,0.0,2.0,38753.66
Кресло для персонала тип 2,3,0.0,101.36,5.0,46688.8,0.0,0.0,0.0,0.0,5.0,46688.8,02-0000000017,ед,5.0,46688.8,0.0,0.0,0.0,0.0,5.0,46688.8,5.0,46688.8,0.0,0.0,0.0,0.0,5.0,46688.8,5.0,46688.8,0.0,0.0,2.0,18675.52,3.0,28013.28
Кресло для посетителей,44,0.0,101.36,47.0,556911.0,0.0,0.0,0.0,0.0,47.0,556911.0,02-0000000017,ед,47.0,556911.0,0.0,0.0,0.0,0.0,47.0,556911.0,47.0,556911.0,0.0,0.0,0.0,0.0,47.0,556911.0,47.0,556911.0,0.0,0.0,3.0,37413.0,44.0,519498.0
Кресло для руководителя,6,0.0,101.36,6.0,129860.39,0.0,0.0,0.0,0.0,6.0,129860.39,02-0000000017,ед,6.0,129860.39,0.0,0.0,0.0,0.0,6.0,129860.39,6.0,129860.39,0.0,0.0,0.0,0.0,6.0,129860.39,6.0,129860.39,0.0,0.0,0.0,0.0,6.0,129860.39
Кресло иск кожа,1,0.0,101.36,1.0,24012.0,0.0,0.0,0.0,0.0,1.0,24012.0,02-0000000017,ед,1.0,24012.0,0.0,0.0,0.0,0.0,1.0,24012.0,1.0,24012.0,0.0,0.0,0.0,0.0,1.0,24012.0,1.0,24012.0,0.0,0.0,0.0,0.0,1.0,24012.0
Кресло мягкое,9,0.0,101.36,9.0,102588.32999999999,0.0,0.0,0.0,0.0,9.0,102588.32999999999,02-0000000017,ед,9.0,102588.32999999999,0.0,0.0,0.0,0.0,9.0,102588.32999999999,9.0,102588.32999999999,0.0,0.0,0.0,0.0,9.0,102588.32999999999,9.0,102588.32999999999,0.0,0.0,0.0,0.0,9.0,102588.32999999999
Кресло оператора,27,0.0,101.36,32.0,144432.0,0.0,0.0,0.0,0.0,32.0,144432.0,02-0000000017,ед,32.0,144432.0,0.0,0.0,0.0,0.0,32.0,144432.0,32.0,144432.0,0.0,0.0,0.0,0.0,32.0,144432.0,32.0,144432.0,0.0,0.0,5.0,22567.5,27.0,121864.5
Кресло офисное,193,1168675.56,21.36,193.0,1168675.56,0.0,0.0,0.0,0.0,193.0,1168675.56,02-0000000017,ед,193.0,1168675.56,0.0,0.0,0.0,0.0,193.0,1168675.56,193.0,1168675.56,0.0,0.0,0.0,0.0,193.0,1168675.56,193.0,1168675.56,0.0,0.0,0.0,0.0,193.0,1168675.56
Кресло офисное CH868AXSN,8,68871.04,21.36,8.0,68871.04,0.0,0.0,0.0,0.0,8.0,68871.04,02-0000000017,ед,8.0,68871.04,0.0,0.0,0.0,0.0,8.0,68871.04,8.0,68871.04,0.0,0.0,0.0,0.0,8.0,68871.04,8.0,68871.04,0.0,0.0,0.0,0.0,8.0,68871.04
Кресло офисное Метта,19,0.0,101.36,19.0,82776.54,0.0,0.0,0.0,0.0,19.0,82776.54,02-0000000017,ед,19.0,82776.54,0.0,0.0,0.0,0.0,19.0,82776.54,19.0,82776.54,0.0,0.0,0.0,0.0,19.0,82776.54,19.0,82776.54,0.0,0.0,0.0,0.0,19.0,82776.54
Кресло руководителя,480,1181282.27,101.36,497.0,2338238.06,0.0,0.0,0.0,0.0,497.0,2338238.06,02-0000000017,ед,497.0,2338238.06,0.0,0.0,0.0,0.0,497.0,2338238.06,497.0,2338238.06,0.0,0.0,0.0,0.0,497.0,2338238.06,497.0,2338238.06,0.0,0.0,17.0,76504.11,480.0,2261733.9499999997
Кресло руководителя  Метта,8,0.0,101.36,8.0,42140.16,0.0,0.0,0.0,0.0,8.0,42140.16,02-0000000017,ед,8.0,42140.16,0.0,0.0,0.0,0.0,8.0,42140.16,8.0,42140.16,0.0,0.0,0.0,0.0,8.0,42140.16,8.0,42140.16,0.0,0.0,0.0,0.0,8.0,42140.16
Кресло руководителя CH993 IVORY экокожа слоновая кость,1,0.0,101.36,1.0,12649.0,0.0,0.0,0.0,0.0,1.0,12649.0,02-0000000017,ед,1.0,12649.0,0.0,0.0,0.0,0.0,1.0,12649.0,1.0,12649.0,0.0,0.0,0.0,0.0,1.0,12649.0,1.0,12649.0,0.0,0.0,0.0,0.0,1.0,12649.0
Кресло руководителя CHAIRMAN CH 840,17,129472.0,21.36,20.0,152320.0,0.0,0.0,0.0,0.0,20.0,152320.0,02-0000000017,ед,20.0,152320.0,0.0,0.0,0.0,0.0,20.0,152320.0,20.0,152320.0,0.0,0.0,0.0,0.0,20.0,152320.0,20.0,152320.0,0.0,0.0,3.0,22848.0,17.0,129472.0
Кресло руководителя Амбассадор,11,0.0,101.34,12.0,49383.0,0.0,0.0,0.0,0.0,12.0,49383.0,02-0000000017,ед,12.0,49383.0,0.0,0.0,0.0,0.0,12.0,49383.0,12.0,49383.0,0.0,0.0,0.0,0.0,12.0,49383.0,12.0,49383.0,0.0,0.0,1.0,4115.25,11.0,45267.75
Кресло руководителя черный6462110119,6,25946.38,21.36,6.0,25946.38,0.0,0.0,0.0,0.0,6.0,25946.38,02-0000000017,ед,6.0,25946.38,0.0,0.0,0.0,0.0,6.0,25946.38,6.0,25946.38,0.0,0.0,0.0,0.0,6.0,25946.38,6.0,25946.38,0.0,0.0,0.0,0.0,6.0,25946.38
Кресло с высокой спинкой KARLA,1,0.0,101.36,1.0,35460.8,0.0,0.0,0.0,0.0,1.0,35460.8,02-0000000017,ед,1.0,35460.8,0.0,0.0,0.0,0.0,1.0,35460.8,1.0,35460.8,0.0,0.0,0.0,0.0,1.0,35460.8,1.0,35460.8,0.0,0.0,0.0,0.0,1.0,35460.8
Кресло с деревянными подлокотниками,1,0.0,101.36,1.0,21440.0,0.0,0.0,0.0,0.0,1.0,21440.0,02-0000000017,ед,1.0,21440.0,0.0,0.0,0.0,0.0,1.0,21440.0,1.0,21440.0,0.0,0.0,0.0,0.0,1.0,21440.0,1.0,21440.0,0.0,0.0,0.0,0.0,1.0,21440.0
Кресло с низкой спинкой WELLASEAT,5,0.0,101.36,5.0,99996.0,0.0,0.0,0.0,0.0,5.0,99996.0,02-0000000017,ед,5.0,99996.0,0.0,0.0,0.0,0.0,5.0,99996.0,5.0,99996.0,0.0,0.0,0.0,0.0,5.0,99996.0,5.0,99996.0,0.0,0.0,0.0,0.0,5.0,99996.0
Кресло со средней спинкой,1,56544.88,101.36,1.0,85529.64,0.0,0.0,0.0,0.0,1.0,85529.64,02-0000000017,ед,1.0,85529.64,0.0,0.0,0.0,0.0,1.0,85529.64,1.0,85529.64,0.0,0.0,0.0,0.0,1.0,85529.64,1.0,85529.64,0.0,0.0,0.0,0.0,1.0,85529.64
Кушетка смотровая,1,0.0,101.36,1.0,6669.95,0.0,0.0,0.0,0.0,1.0,6669.95,02-0000000017,ед,1.0,6669.95,0.0,0.0,0.0,0.0,1.0,6669.95,1.0,6669.95,0.0,0.0,0.0,0.0,1.0,6669.95,1.0,6669.95,0.0,0.0,0.0,0.0,1.0,6669.95
Ламинатор Burlos FGK 260i,2,6808.0,21.36,2.0,6808.0,0.0,0.0,0.0,0.0,2.0,6808.0,02-0000000017,ед,2.0,6808.0,0.0,0.0,0.0,0.0,2.0,6808.0,2.0,6808.0,0.0,0.0,0.0,0.0,2.0,6808.0,2.0,6808.0,0.0,0.0,0.0,0.0,2.0,6808.0
Ламинатор Burlos FGK 330iD,1,4366.0,21.36,1.0,4366.0,0.0,0.0,0.0,0.0,1.0,4366.0,02-0000000017,ед,1.0,4366.0,0.0,0.0,0.0,0.0,1.0,4366.0,1.0,4366.0,0.0,0.0,0.0,0.0,1.0,4366.0,1.0,4366.0,0.0,0.0,0.0,0.0,1.0,4366.0
Ламинатор Fellowes FS57008,1,0.0,101.36,1.0,4400.0,0.0,0.0,0.0,0.0,1.0,4400.0,02-0000000017,ед,1.0,4400.0,0.0,0.0,0.0,0.0,1.0,4400.0,1.0,4400.0,0.0,0.0,0.0,0.0,1.0,4400.0,1.0,4400.0,0.0,0.0,0.0,0.0,1.0,4400.0
Лампа настольная UL00000805 Uniel TLD531 WhiteLED400Lm4500KDimmer ОРН1 054066037777,21,25924.5,21.36,21.0,25924.5,0.0,0.0,0.0,0.0,21.0,25924.5,02-0000000017,ед,21.0,25924.5,0.0,0.0,0.0,0.0,21.0,25924.5,21.0,25924.5,0.0,0.0,0.0,0.0,21.0,25924.5,21.0,25924.5,0.0,0.0,0.0,0.0,21.0,25924.5
Легкая офисная тканевая перегородкас колесиками,53,0.0,101.36,53.0,598499.8500000001,0.0,0.0,0.0,0.0,53.0,598499.8500000001,02-0000000017,ед,53.0,598499.8500000001,0.0,0.0,0.0,0.0,53.0,598499.8500000001,53.0,598499.8500000001,0.0,0.0,0.0,0.0,53.0,598499.8500000001,53.0,598499.8500000001,0.0,0.0,0.0,0.0,53.0,598499.8500000001
Лезвие Carbide 5шт для ножа Stenley 011800,3,659.88,105.36,3.0,659.88,0.0,0.0,0.0,0.0,3.0,659.88,02-000000002354,шт,3.0,659.88,0.0,0.0,0.0,0.0,3.0,659.88,3.0,659.88,0.0,0.0,0.0,0.0,3.0,659.88,3.0,659.88,0.0,0.0,0.0,0.0,3.0,659.88
Лента KFLEX,4,2717.36,105.36,6.0,4076.04,0.0,0.0,0.0,0.0,6.0,4076.04,02-000000001346,шт,6.0,4076.04,0.0,0.0,1.0,679.34,5.0,3396.7,5.0,3396.7,0.0,0.0,1.0,679.34,4.0,2717.36,4.0,2717.36,0.0,0.0,0.0,0.0,4.0,2717.36
Лента Scotch монтажная двухсторонняя прозрачная 19 мм1,23,14509.87,105.36,36.0,22711.09,0.0,0.0,7.0,4416.04,29.0,18295.05,02-000000001011,шт,29.0,18295.05,0.0,0.0,0.0,0.0,29.0,18295.05,29.0,18295.05,0.0,0.0,5.0,3154.32,24.0,15140.73,24.0,15140.73,0.0,0.0,1.0,630.86,23.0,14509.87
Лента оградительная краснобелая,10,1462.5,105.36,12.0,1755.0,0.0,0.0,0.0,0.0,12.0,1755.0,02-000000002161,шт,12.0,1755.0,0.0,0.0,1.0,146.25,11.0,1608.75,11.0,1608.75,0.0,0.0,0.0,0.0,11.0,1608.75,11.0,1608.75,0.0,0.0,1.0,146.25,10.0,1462.5
Лентафум,4,334.0,105.36,4.0,334.0,0.0,0.0,0.0,0.0,4.0,334.0,02-000000001379,рул,4.0,334.0,0.0,0.0,0.0,0.0,4.0,334.0,4.0,334.0,0.0,0.0,0.0,0.0,4.0,334.0,4.0,334.0,0.0,0.0,0.0,0.0,4.0,334.0
Логгер Testo 174T с USBинтерфейсом,1,0.0,101.34,1.0,12706.5,0.0,0.0,0.0,0.0,1.0,12706.5,02-0000000017,ед,1.0,12706.5,0.0,0.0,0.0,0.0,1.0,12706.5,1.0,12706.5,0.0,0.0,0.0,0.0,1.0,12706.5,1.0,12706.5,0.0,0.0,0.0,0.0,1.0,12706.5
Люксметрпульсметр Radex LUPIN,1,4978.0,21.36,1.0,4978.0,0.0,0.0,0.0,0.0,1.0,4978.0,02-0000000017,ед,1.0,4978.0,0.0,0.0,0.0,0.0,1.0,4978.0,1.0,4978.0,0.0,0.0,0.0,0.0,1.0,4978.0,1.0,4978.0,0.0,0.0,0.0,0.0,1.0,4978.0
Магнитный браслет с неодимовыми магнитами MasterProf HS110038,1,682.5,105.36,1.0,682.5,0.0,0.0,0.0,0.0,1.0,682.5,02-000000002151,шт,1.0,682.5,0.0,0.0,0.0,0.0,1.0,682.5,1.0,682.5,0.0,0.0,0.0,0.0,1.0,682.5,1.0,682.5,0.0,0.0,0.0,0.0,1.0,682.5
Маркерная доска Hebel 240x120,1,0.0,101.36,1.0,15000.0,0.0,0.0,0.0,0.0,1.0,15000.0,02-0000000017,ед,1.0,15000.0,0.0,0.0,0.0,0.0,1.0,15000.0,1.0,15000.0,0.0,0.0,0.0,0.0,1.0,15000.0,1.0,15000.0,0.0,0.0,0.0,0.0,1.0,15000.0
Металлический складской стеллаж СТ300 настил фанера,8,0.0,101.36,8.0,196824.0,0.0,0.0,0.0,0.0,8.0,196824.0,02-0000000017,ед,8.0,196824.0,0.0,0.0,0.0,0.0,8.0,196824.0,8.0,196824.0,0.0,0.0,0.0,0.0,8.0,196824.0,8.0,196824.0,0.0,0.0,0.0,0.0,8.0,196824.0
Механический микрометр 025 мм MATRIX,1,1164.6,21.36,1.0,1164.6,0.0,0.0,0.0,0.0,1.0,1164.6,02-0000000017,ед,1.0,1164.6,0.0,0.0,0.0,0.0,1.0,1164.6,1.0,1164.6,0.0,0.0,0.0,0.0,1.0,1164.6,1.0,1164.6,0.0,0.0,0.0,0.0,1.0,1164.6
Микроволновая печь MYSTERY MMW2012,3,13035.75,21.36,3.0,13035.75,0.0,0.0,0.0,0.0,3.0,13035.75,02-0000000017,ед,3.0,13035.75,0.0,0.0,0.0,0.0,3.0,13035.75,3.0,13035.75,0.0,0.0,0.0,0.0,3.0,13035.75,3.0,13035.75,0.0,0.0,0.0,0.0,3.0,13035.75
Микроволновая печь SAMSUNG ME83XRBWT,14,110272.18,21.34,14.0,110272.18,0.0,0.0,0.0,0.0,14.0,110272.18,02-0000000017,ед,14.0,110272.18,0.0,0.0,0.0,0.0,14.0,110272.18,14.0,110272.18,0.0,0.0,0.0,0.0,14.0,110272.18,14.0,110272.18,0.0,0.0,0.0,0.0,14.0,110272.18
Микроволновая печь Samsung GE 83 XP,2,0.0,101.36,2.0,20500.0,0.0,0.0,0.0,0.0,2.0,20500.0,02-0000000017,ед,2.0,20500.0,0.0,0.0,0.0,0.0,2.0,20500.0,2.0,20500.0,0.0,0.0,0.0,0.0,2.0,20500.0,2.0,20500.0,0.0,0.0,0.0,0.0,2.0,20500.0
Минивалик малярный в сборе STAYER MASTER DUALON 030581211,5,864.0,105.36,0.0,0.0,8.0,1382.4,0.0,0.0,8.0,1382.4,02-000000002967,шт,8.0,1382.4,0.0,0.0,2.0,345.6,6.0,1036.8,6.0,1036.8,0.0,0.0,0.0,0.0,6.0,1036.8,6.0,1036.8,0.0,0.0,1.0,172.8,5.0,864.0
Мобильная стойка для дезинфекции рук в комплекте с сенсорным диспенсером гель MERIDA HARMONY из полированной нержавеющей стали Артикул SHB002 Товар,10,99000.0,21.36,11.0,108900.0,0.0,0.0,0.0,0.0,11.0,108900.0,02-0000000017,ед,11.0,108900.0,0.0,0.0,0.0,0.0,11.0,108900.0,11.0,108900.0,0.0,0.0,0.0,0.0,11.0,108900.0,11.0,108900.0,0.0,0.0,1.0,9900.0,10.0,99000.0
Монтировка АВТОДЕТАЛЬ,1,819.95,105.36,1.0,819.95,0.0,0.0,0.0,0.0,1.0,819.95,02-000000002150,шт,1.0,819.95,0.0,0.0,0.0,0.0,1.0,819.95,1.0,819.95,0.0,0.0,0.0,0.0,1.0,819.95,1.0,819.95,0.0,0.0,0.0,0.0,1.0,819.95
Мультиметр  РЕСАНТА ВЕ 832,1,475.95,21.36,1.0,475.95,0.0,0.0,0.0,0.0,1.0,475.95,02-0000000017,ед,1.0,475.95,0.0,0.0,0.0,0.0,1.0,475.95,1.0,475.95,0.0,0.0,0.0,0.0,1.0,475.95,1.0,475.95,0.0,0.0,0.0,0.0,1.0,475.95
Мультиметр PECAHTA DT 832,3,1423.83,21.36,3.0,1423.83,0.0,0.0,0.0,0.0,3.0,1423.83,02-0000000017,ед,3.0,1423.83,0.0,0.0,0.0,0.0,3.0,1423.83,3.0,1423.83,0.0,0.0,0.0,0.0,3.0,1423.83,3.0,1423.83,0.0,0.0,0.0,0.0,3.0,1423.83
Мультиметр цифровой FLUKE 17B,1,0.0,101.36,1.0,14370.0,0.0,0.0,0.0,0.0,1.0,14370.0,02-0000000017,ед,1.0,14370.0,0.0,0.0,0.0,0.0,1.0,14370.0,1.0,14370.0,0.0,0.0,0.0,0.0,1.0,14370.0,1.0,14370.0,0.0,0.0,0.0,0.0,1.0,14370.0
Набор бит KRAFTOOL 25556H43,1,1164.15,105.36,1.0,1164.15,0.0,0.0,0.0,0.0,1.0,1164.15,02-000000001332,компл,1.0,1164.15,0.0,0.0,0.0,0.0,1.0,1164.15,1.0,1164.15,0.0,0.0,0.0,0.0,1.0,1164.15,1.0,1164.15,0.0,0.0,0.0,0.0,1.0,1164.15
