Name,Params,Price,Category,KPGZ Code,KPGZ,SPGZ Code,SPGZ
"Обучение по программе ""Подготовка к аттестации «1С:Специалист» по платформе «1С:Предприятие 8.3»","['Вид обучения', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Требование к месту проведения обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",NULL,Повышение профессиональной квалификации,03.03.14.01,ПОВЫШЕНИЕ ПРОФЕССИОНАЛЬНОЙ КВАЛИФИКАЦИИ,NULL,NULL
"Обучение по программе ""Анализ данных на языке SQL. Уровень 2""","['Вид обучения', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Требование к месту проведения обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",NULL,Повышение профессиональной квалификации,03.03.14.01,ПОВЫШЕНИЕ ПРОФЕССИОНАЛЬНОЙ КВАЛИФИКАЦИИ,NULL,NULL
"Обучение по программе ""Анализ данных на языке SQL""","['Вид обучения', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Требование к месту проведения обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",38990.00,Повышение профессиональной квалификации,03.03.14.01,ПОВЫШЕНИЕ ПРОФЕССИОНАЛЬНОЙ КВАЛИФИКАЦИИ,NULL,NULL
"Обучение по программе ""Особенности регулирования труда дистанционных работников: новое в законодательстве с 2022 года""","['Вид обучения', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Требование к месту проведения обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",NULL,Повышение профессиональной квалификации,03.03.14.01,ПОВЫШЕНИЕ ПРОФЕССИОНАЛЬНОЙ КВАЛИФИКАЦИИ,NULL,NULL
"Обучение по программе ""Практикум по карьерному консультированию для HRов и коучей""","['Вид обучения', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Требование к месту проведения обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",NULL,Повышение профессиональной квалификации,03.03.14.01,ПОВЫШЕНИЕ ПРОФЕССИОНАЛЬНОЙ КВАЛИФИКАЦИИ,NULL,NULL
"Обучение по программе ""Практика разработки требований к ПО""","['Вид обучения', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Требование к месту проведения обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",NULL,Повышение профессиональной квалификации,03.03.14.01,ПОВЫШЕНИЕ ПРОФЕССИОНАЛЬНОЙ КВАЛИФИКАЦИИ,NULL,NULL
"Обучение по программе ""Программист Java ( Java SE13. Уровень 1. Основы программирования. Java SE13. Уровень 2. Разработка клиент-серверных приложений) ""","['Вид обучения', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Требование к месту проведения обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",NULL,Повышение профессиональной квалификации,03.03.14.01,ПОВЫШЕНИЕ ПРОФЕССИОНАЛЬНОЙ КВАЛИФИКАЦИИ,NULL,NULL
"Обучение по программе ""Ведение бухгалтерского учета государственных (муниципальных) учреждений с применением программы ""1С:Бухгалтерия государственного учреждения 8"". Редакция 2.0""","['Вид обучения', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Требование к месту проведения обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",NULL,Повышение профессиональной квалификации,03.03.14.01,ПОВЫШЕНИЕ ПРОФЕССИОНАЛЬНОЙ КВАЛИФИКАЦИИ,NULL,NULL
"Обучение по программе ""Аккредитованный курс PMI® по подготовке к сертифицированному экзамену на статус Project Management Professional (PMP®)»","['Вид обучения', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Требование к месту проведения обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",NULL,Повышение профессиональной квалификации,03.03.14.01,ПОВЫШЕНИЕ ПРОФЕССИОНАЛЬНОЙ КВАЛИФИКАЦИИ,NULL,NULL
"Доска магнитно-маркерная поворотная 100х150 (AL.Проф., Стапь-Корея) ПО-15Ф","['Вес', 'Вид доски', 'Гарантийный срок', 'Материал рамы', 'Наличие креплений к доске', 'Наличие полочки', 'Размер доски']",23609.40,Доски магнитно-маркерные,01.15.05.03.01.01,ДОСКИ МАГНИТНО-МАРКЕРНЫЕ,NULL,NULL
"Доска магнитно-меловая 50x70 см Attache Wood лак (черная), деревянная коричневая рама","[' Гарантийный срок покрытия.', 'Антибликовое покрытие', 'Вес', 'Вид доски', 'Гарантийный срок', 'Количество рабочих поверхностей', 'Материал рамы', 'Наличие креплений к доске', 'Наличие полочки', 'Вид товаров', 'Тип покрытия доски', 'Тип рабочей поверхности', 'Цвет доски', 'Размер рабочей поверхности', 'Страна производитель', 'Тип крепления', 'Поворотный механизм', 'Размер доски', 'Серия досок']",NULL,Доски комбинированные магнитно-меловые,01.15.05.03.01.03.01,ДОСКИ КОМБИНИРОВАННЫЕ МАГНИТНО-МЕЛОВЫЕ,NULL,NULL
Доска пробковая 60х90 алюмин. рама ATTACHE,"['Вес', 'Вид  доски', 'Гарантийный срок', 'Количество рабочих поверхностей', 'Крепление на стену', 'Материал рамки', 'Наличие креплений к доске', 'Покрытие доски', 'Размер доски', 'Цвет доски', 'Размер рабочей поверхности', 'Расположение', 'Экотовар']",3043.88,Доски информационные,01.15.05.03.01.04,ДОСКИ ИНФОРМАЦИОННЫЕ,NULL,NULL
Доска магнитно-маркерная 100x180 см лаковое покрытие Attache Classic,"['Вес', 'Вид доски', 'Гарантийный срок', 'Гарантийный срок покрытия', 'Количество рабочих поверхностей', 'Крепление на стену', 'Материал рамы', 'Размер доски (вхш)', 'Размер рабочей поверхности', 'Вид товаров', 'Тип рабочей поверхности', 'Тип покрытия доски', 'Цвет доски', 'Расположение']",8698.00,Доски магнитно-маркерные,01.15.05.03.01.01,ДОСКИ МАГНИТНО-МАРКЕРНЫЕ,NULL,NULL
Доска пробковая 90х120 алюмин. рама ATTACHE,"['Вес', 'Вид  доски', 'Гарантийный срок', 'Количество рабочих поверхностей', 'Крепление на стену', 'Материал рамки', 'Наличие креплений к доске', 'Покрытие доски', 'Размер доски', 'Цвет доски', 'Размер рабочей поверхности', 'Расположение', 'Экотовар']",6400.80,Доски информационные,01.15.05.03.01.04,ДОСКИ ИНФОРМАЦИОННЫЕ,NULL,NULL
Доска магнитно-маркерная 120х180 Attache Economy с лаковым покрытием,"['Антибликовое покрытие', 'Вес доски.', 'Вид доски', 'Гарантийный срок', 'Гарантийный срок покрытия', 'Количество рабочих поверхностей', 'Крепление на стену', 'Материал рамы', 'Наличие выдвижной перекладины', 'Тип крепления', 'Размер доски', 'Расположение доски', 'Тип рабочей поверхности', 'Наличие полочки', 'Тип покрытия доски', 'Поворотный механизм', 'Цвет доски', 'Наличие креплений к доске', 'Размер рабочих поверхностей']",14257.07,Доски магнитно-маркерные,01.15.05.03.01.01,ДОСКИ МАГНИТНО-МАРКЕРНЫЕ,NULL,NULL
Доска пробковая 45х60 см Attache Economy Classic деревянная рамка,"['Вес', 'Вид  доски', 'Количество рабочих поверхностей', 'Крепление на стену', 'Материал рамки', 'Размер доски (вхш) ', 'Размер рабочей поверхности', 'Расположение', 'Тип рабочей поверхности', 'Цвет доски']",1297.00,Доски информационные,01.15.05.03.01.04,ДОСКИ ИНФОРМАЦИОННЫЕ,NULL,NULL
Доска магнитно-маркерная 100x150 см односекционная лаковое покрытие аллюминиевая рама Attache Classic,"['Вес', 'Вид доски', 'Гарантийный срок', 'Гарантийный срок покрытия', 'Количество рабочих поверхностей', 'Крепление на стену', 'Материал рамы', 'Наличие полочки', 'Размер доски (вхш)', 'Вид товаров', 'Тип рабочей поверхности', 'Тип покрытия доски', 'Размер рабочей поверхности', 'Цвет доски', 'Серия досок', 'Расположение']",8637.19,Доски магнитно-маркерные,01.15.05.03.01.01,ДОСКИ МАГНИТНО-МАРКЕРНЫЕ,NULL,NULL
Доска пробковая 100х150 алюмин. рама ATTACHE,"['Вес', 'Вид  доски', 'Количество рабочих поверхностей', 'Крепление на стену', 'Материал рамки', 'Наличие креплений к доске', 'Покрытие доски', 'Размер доски', 'Размер рабочей поверхности', 'Цвет доски', 'Расположение', 'Экотовар']",6400.80,Доски информационные,01.15.05.03.01.04,ДОСКИ ИНФОРМАЦИОННЫЕ,NULL,NULL
Оказания услуг по поверке (калибровке) средств измерений,"['Аккредитованная', 'Периодическая поверка', 'Результаты поверки', 'Этап поверки (внешний осмотр)']",NULL,Метрологическое обслуживание средств измерений,03.30.06.05,МЕТРОЛОГИЧЕСКОЕ ОБСЛУЖИВАНИЕ СРЕДСТВ ИЗМЕРЕНИЙ,NULL,NULL
"Программа повышения квалификации ""Техническая защита информации. Организация защиты информации ограниченного доступа, не содержащей сведения, составляющие государственную тайну""","['Вид выдаваемого документа', 'Объем учебной программы в академических часах', 'Применение дистанционных технологий обучения', 'Форма обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",40000.00,Повышение профессиональной квалификации,03.03.14.01,ПОВЫШЕНИЕ ПРОФЕССИОНАЛЬНОЙ КВАЛИФИКАЦИИ,NULL,NULL
"Обучение оп программе ""Программирование 1С: с нуля к профессионалу""","['Вид обучения', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Требование к месту проведения обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",NULL,Профессиональная переподготовка,03.03.14.02,ПРОФЕССИОНАЛЬНАЯ ПЕРЕПОДГОТОВКА,NULL,NULL
"Обучение по программе ""Специалист по международным стандартам бухгалтерского учета и финансовой отчетности""","['Вид обучения', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Требование к месту проведения обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",NULL,Профессиональная переподготовка,03.03.14.02,ПРОФЕССИОНАЛЬНАЯ ПЕРЕПОДГОТОВКА,NULL,NULL
"Обучение по программе ""Руководитель команды тестирования (QA-Lead)""","['Вид обучения', 'Объем образовательной программы', 'Предоставление помещения для обучения Исполнителем', 'Применение дистанционных технологий обучения', 'Применение электронного обучения', 'Требование к месту проведения обучения', 'Вид продукции', 'Вид услуги', 'Вид образовательных, научных услуг', 'Виды профессионального образования по дополнительным профессиональным образовательным программам']",NULL,Профессиональная переподготовка,03.03.14.02,ПРОФЕССИОНАЛЬНАЯ ПЕРЕПОДГОТОВКА,NULL,NULL
Цилиндровый механизм Apecs SC-70-NI (SC-70-Z-NI),"['Вертушка', 'Вес', 'Возможность перекодировки', 'Длина', 'Длина шейки ключа', 'Количество ключей', 'Количество пинов', 'Материал ключа', 'Материал корпуса', 'Цвет', 'Размер цилиндра (внешний и внутренний)', 'Материал сердечника', 'Упаковка', 'Тип ключа', 'С защитой от сверления', 'Секретность']",900.00,Замки дверные,01.11.04.01.01.07.06,ЗАМКИ ДВЕРНЫЕ,NULL,NULL
"Саморез с потайной головкой под крест, 3.5 Х 16","['Вид', 'Диаметр', 'Длина', 'Количество в упаковке', 'Наконечник', 'Покрытие', 'Цвет']",486.27,"Метизы, крепежные изделия прочие",01.11.03.01.01.99,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ ПРОЧИЕ",NULL,NULL
Клеммы WAGO 221-415  с рычажком,"['Высота', 'Количество зажимов', 'Максимальное сечение', 'Минимальное сечение', 'Номинальное напряжение', 'Номинальный ток', 'Цвет', 'Ширина']",NULL,Соединители проводов электрические,01.11.01.08.02.01,СОЕДИНИТЕЛИ ПРОВОДОВ ЭЛЕКТРИЧЕСКИЕ,8407494,Переключатель на 3 позиции с фиксацией
Адаптер магнитный цельнометаллический для бит 60мм Biber 84950,"['Вес брутто', 'Вид держателя бит', 'Длина', 'Магнитный наконечник', 'Посадочный размер', 'Форма наконечника']",NULL,Биты для шуруповертов,01.11.02.09.03,БИТЫ ДЛЯ ШУРУПОВЕРТОВ,NULL,NULL
Розетка Schneider Electric.(РА16-044В),"['Защитная крышка', 'Защитные шторки', 'Крепление', 'Материал корпуса', 'Наличие заземления', 'Напряжение', 'Степень защиты', 'Тип установки', 'Цвет', 'Частота']",NULL,Розетки штепсельные бытового назначения,01.11.01.08.02.03,РОЗЕТКИ ШТЕПСЕЛЬНЫЕ БЫТОВОГО НАЗНАЧЕНИЯ,NULL,NULL
Сверло по металлу Makita D-09743 HSS 6х93мм,"[' Материал изготовления', 'Обрабатываемые материалы', 'Тип сверла', 'Тип хвостовика']",NULL,Сверла прочие,01.11.02.09.01.01.04,СВЕРЛА ПРОЧИЕ,NULL,NULL
"Клемма соединительная Wago 222-412 2-х проводная 0,08-2,5 мм","['Количество контактов', 'Наименование оборудования', 'Номинальное напряжение', 'Номинальный ток, а', 'Сечение жил', 'Температура эксплуатации']",779.90,Соединители проводов электрические,01.11.01.08.02.01,СОЕДИНИТЕЛИ ПРОВОДОВ ЭЛЕКТРИЧЕСКИЕ,8407494,Переключатель на 3 позиции с фиксацией
Клемма 222-413,"['Количество звжимов', 'Материал', 'Номинальный ток', 'Производитель', 'Сечение жилы', 'Страна производства', 'Цвет']",78.36,Соединители проводов электрические,01.11.01.08.02.01,СОЕДИНИТЕЛИ ПРОВОДОВ ЭЛЕКТРИЧЕСКИЕ,8407494,Переключатель на 3 позиции с фиксацией
"Саморезы ЗУБР универсальные фосфатированные по дереву, 3,5х25 мм, упаковка -  600 шт","['Длина', 'Количество в упаковке', 'Покрытие', 'Форма головки', 'Диаметр', 'Производитель']",NULL,"Метизы, крепежные изделия прочие",01.11.03.01.01.99,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ ПРОЧИЕ",NULL,NULL
Саморез ШСММ прессшайба 4.2х25,"['Диаметр', 'Длина', 'Количество в упаковке', 'Наконечник', 'Покрытие', 'Тип головки', 'Форма головки']",NULL,"Метизы, крепежные изделия прочие",01.11.03.01.01.99,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ ПРОЧИЕ",43617,"Шуруп для деревянных лаг и реек, 12x80мм"
Сверло по металлу Dexter Pro 113-01407 3х61мм,"['Диаметр сверла', 'Длина сверл', ' Материал изготовления', 'Тип хвостовика']",NULL,Сверла прочие,01.11.02.09.01.01.04,СВЕРЛА ПРОЧИЕ,39488,Сверло по бетону
"Клин монтажный, 91x43x15 мм, 2 шт.","['Вес', 'Габаритные размеры (дхшхв)', 'Материал', 'Назначение', 'Количество в наборе', 'Производитель']",NULL,Материалы строительные прочие,01.11.03.99,МАТЕРИАЛЫ СТРОИТЕЛЬНЫЕ ПРОЧИЕ,NULL,NULL
"Саморезы FT-3,5х32 по дереву (крупный шаг)","['Длина', 'Единица измерения', 'Материал', 'Назначение', 'Наконечник', 'Резьба', 'Тип', 'Диаметр']",NULL,"Метизы, крепежные изделия прочие",01.11.03.01.01.99,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ ПРОЧИЕ",NULL,NULL
Цилиндровый механизм Apecs SC-60-NI (SC-60-Z-NI),"['Количество ключей', 'Количество пинов', 'Материал ключа', 'Материал сердечника', 'Секретность', 'Тип ключа', 'Тип профильного цилиндра', 'Типоразмер цилиндра']",900.00,Замки дверные,01.11.04.01.01.07.06,ЗАМКИ ДВЕРНЫЕ,NULL,NULL
Ограничитель оконный для ПВХ металл цвет белый,"['Вес', 'Длина', 'Материал', 'Тип товара', 'Цвет', 'Ширина']",120.00,Фурнитура для окон металлическая,01.11.04.02.04,ФУРНИТУРА ДЛЯ ОКОН МЕТАЛЛИЧЕСКАЯ,3512283,"Откос для окон ПВХ, 200х1500мм, шт"
Органайзер Volf 39x29.5x11 см,"['Высота', 'Количество отделений/карманов/ячеек', 'Материал изготовления', 'Ширина']",NULL,Емкости для инструментов,01.11.02.08.01,ЕМКОСТИ ДЛЯ ИНСТРУМЕНТОВ,NULL,NULL
Шайба DIN9021 кузовная оцинкованная М8,"['Внешний диаметр', 'Внутренний диаметр', 'Материал', 'Покрытие']",NULL,"Метизы, крепежные изделия прочие",01.11.03.01.01.99,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ ПРОЧИЕ",43617,"Шуруп для деревянных лаг и реек, 12x80мм"
"Саморез по дереву 3,5*41 частая резьба","['Диаметр', 'Длина', 'Материал', 'Тип', 'Цвет']",NULL,"Метизы, крепежные изделия прочие",01.11.03.01.01.99,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ ПРОЧИЕ",43617,"Шуруп для деревянных лаг и реек, 12x80мм"
Набор ЗУБР напильники №2 200,"['Диэлектрическое покрытие ручки', 'Длина', 'Количество  в упаковке', 'Материал изготовления', 'Тип рукоятки']",NULL,"Напильники, надфили, рашпили",01.11.02.02.03.18,"НАПИЛЬНИКИ, НАДФИЛИ, РАШПИЛИ",NULL,NULL
Цилиндровый механизм Apecs SM-80-NI,"['Вертушка', 'Вес', 'Возможность перекодировки', 'Длина шейки ключа', 'Единица измерения', 'Защита от высверливания', 'Класс безопасности запирания по европейскому стандарту en1303', 'Количество ключей', 'Количество пинов', 'Цвет', 'Материал корпуса', 'Тип цилиндра', 'Размер цилиндра (внешний и внутренний)', 'Материал ключа', 'Материал сердечника', 'Комплектность', 'Механизм постоянного ключа', 'Секретность', 'Тип профильного цилиндра']",1100.00,Замки дверные,01.11.04.01.01.07.06,ЗАМКИ ДВЕРНЫЕ,NULL,NULL
"Саморез 4,2х19 мм","['Диаметр резьбы', 'Длина', 'Материал самореза', 'Покрытие', 'Производитель', 'Вид шлица']",NULL,"Метизы, крепежные изделия прочие",01.11.03.01.01.99,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ ПРОЧИЕ",NULL,NULL
Механизм замка Apecs цилиндрический SC-70(30/40)-Z-NI,"['Длина', 'Количество ключей', 'Материал', 'Материал ключа', 'Секретность', 'Соотношение сторон', 'Тип ключа', 'Тип механизма', 'Тип цилиндра', 'Цвет']",950.00,Замки дверные,01.11.04.01.01.07.06,ЗАМКИ ДВЕРНЫЕ,NULL,NULL
Шайба кузовная оцинкованная DIN 9021 М6,"['Внутренний диаметр', 'Диаметр', 'Количество в упаковке', 'Материал', 'Соответствие', 'Тип']",NULL,"Метизы, крепежные изделия прочие",01.11.03.01.01.99,"МЕТИЗЫ, КРЕПЕЖНЫЕ ИЗДЕЛИЯ ПРОЧИЕ",43617,"Шуруп для деревянных лаг и реек, 12x80мм"
Клемма WAGO 2273-244 100 шт,"['Тип', 'Максимальное сечение', 'Минимальное сечение', 'Материал провода', 'Количество контактов', 'Номинальное напряжение', 'Максимальаня сила тока']",NULL,Соединители проводов электрические,01.11.01.08.02.01,СОЕДИНИТЕЛИ ПРОВОДОВ ЭЛЕКТРИЧЕСКИЕ,NULL,NULL
Набор надфилей matrix 15832 (10 шт.),"['Тип', 'Количество в упаковке', 'Материал обработки', 'Материал рабочей части', 'Длина рабочей части', 'Алмазное напыление', 'Наличие ручки', 'Материал рукоятки', 'Длина']",NULL,Инструмент ручной прочий,01.11.02.02.99,ИНСТРУМЕНТ РУЧНОЙ ПРОЧИЙ,NULL,NULL
"Ящик для инструментов Органайзер Comfort 7,5 (BR3770)","['Схема вложения', 'Размер изделия', 'Назначение', 'Материал изготовления']",NULL,Емкости для инструментов,01.11.02.08.01,ЕМКОСТИ ДЛЯ ИНСТРУМЕНТОВ,NULL,NULL
"Лента Vell VL-FX241 (Brother TZE-FX241, 18 мм, черный на белом) для PT D450/D600/E300/2700/ (артикул VL-FX241)","['Длина ленты', 'Цвет ленты', 'Цвет шрифта', 'Ширина этикетки', 'Вид продукции', 'Вид товаров', 'Виды товаров информационно-технологических, средств связи, оргтехники, электроники (включая программное обеспечение)', 'Виды расходных материалов и комплектующих для информационно-технологического оборудования', 'Виды расходных материалов и комплектующих для принтеров и МФУ']",NULL,"Расходные материалы и комплектующие для принтеров, печатающих не на бумаге",01.13.13.01.04,"РАСХОДНЫЕ МАТЕРИАЛЫ И КОМПЛЕКТУЮЩИЕ ДЛЯ ПРИНТЕРОВ, ПЕЧАТАЮЩИХ НЕ НА БУМАГЕ",NULL,NULL
"Блок розеток Hyperline для 19"" шкафов, горизонтальный, 8 розеток Schuko, выкл. с подсветкой, вх. разъем IEC320 C14 10А, 250В, каб. пит. С13-С14 3м (3х1.0мм2) с вилкой IEC320 C14 в компл., 482.6x116.0x44.4мм (ШхГхВ), корпус алюминий, черный (артикул SHT19-8SH-S-IEC)","['Высота', 'Глубина', 'Материал корпуса', 'Способ установки', 'Цвет', 'Ширина']",NULL,Арматура электротехническая прочая,01.11.01.08.02.99,АРМАТУРА ЭЛЕКТРОТЕХНИЧЕСКАЯ ПРОЧАЯ,NULL,NULL
"Самоламинирующиеся наклейки  Hyperline [WMBL-25x33-A4L-WH] (1 лист, 64 наклейки) белый","['Длина', 'Количество в упаковке', 'Материал', 'Назначение:', 'Тип поверхности', 'Цвет', 'Ширина']",NULL,Этикетки самоклеящиеся,01.15.01.09,ЭТИКЕТКИ САМОКЛЕЯЩИЕСЯ,NULL,NULL
"Пломба пластиковая контрольная, одноразовая ОСА 330","['Диаметр отверстия', 'Материал', 'Номерные', 'Тип', 'Вид продукции', 'Вид товаров', 'Виды товаров информационно-технологических, средств связи, оргтехники, электроники (включая программное обеспечение)', 'Виды оборудования информационно-технологического и электронного прочего', 'Виды оборудования банковского']",NULL,Оборудование для банка и инкассации прочее,01.13.12.03.99,ОБОРУДОВАНИЕ ДЛЯ БАНКА И ИНКАССАЦИИ ПРОЧЕЕ,43724,"Пломба номерная пластиковая, 50шт, упак"
"Лента Vell VL-FX221 (Brother TZE-FX221, 9мм, черный на белом) для PT 1010/1280/D200/H105/E100/D600/E300/2700/P700/E550 (артикул VL-FX221)","['Длина ленты', 'Совместимость', 'Цвет ленты', 'Цвет шрифта', 'Ширина этикетки', 'Вид продукции', 'Вид товаров', 'Виды товаров информационно-технологических, средств связи, оргтехники, электроники (включая программное обеспечение)', 'Виды расходных материалов и комплектующих для информационно-технологического оборудования', 'Виды расходных материалов и комплектующих для принтеров и МФУ']",NULL,"Расходные материалы и комплектующие для принтеров, печатающих не на бумаге",01.13.13.01.04,"РАСХОДНЫЕ МАТЕРИАЛЫ И КОМПЛЕКТУЮЩИЕ ДЛЯ ПРИНТЕРОВ, ПЕЧАТАЮЩИХ НЕ НА БУМАГЕ",NULL,NULL
"Блок распределения питания Lanmaster, гор.размещ. 8xSchuko базовые 10A C14, 1.8м (артикул LAN-EP19-8P/S-1.8M)","['Вид розетки', 'Длина шнура электропитания', 'Количество разъемов', 'Напряжение питания', 'Цвет']",NULL,Арматура электротехническая прочая,01.11.01.08.02.99,АРМАТУРА ЭЛЕКТРОТЕХНИЧЕСКАЯ ПРОЧАЯ,NULL,NULL
"Картридж DYMO с полиэстеровой лентой, 9ммx5.5м, с постояным клеем, черный шрифт/белая лента (артикул 18482)","['Вес', 'Материал', 'Цвет шрифта', 'Ширина', 'Вид продукции', 'Вид товаров', 'Виды товаров информационно-технологических, средств связи, оргтехники, электроники (включая программное обеспечение)', 'Виды расходных материалов и комплектующих для информационно-технологического оборудования', 'Виды расходных материалов и комплектующих для принтеров и МФУ']",NULL,"Расходные материалы и комплектующие для принтеров, печатающих не на бумаге",01.13.13.01.04,"РАСХОДНЫЕ МАТЕРИАЛЫ И КОМПЛЕКТУЮЩИЕ ДЛЯ ПРИНТЕРОВ, ПЕЧАТАЮЩИХ НЕ НА БУМАГЕ",NULL,NULL
Сетевой фильтр APC Essential SurgeArrest (артикул PM6U-RS),"['Высота', 'Количество разъемов', 'Длина кабеля', 'Напряжение питания', 'Тип', 'Цвет', 'Ширина']",NULL,Арматура электротехническая прочая,01.11.01.08.02.99,АРМАТУРА ЭЛЕКТРОТЕХНИЧЕСКАЯ ПРОЧАЯ,NULL,NULL
"Бирка кабельная ""У-134"" (Б. квадрат), белая (100 шт/уп. ) REXANT (07-6234)","['Диапазон рабочих температур', 'Материал', 'Цвет', 'Производитель', 'Длина стороны', 'Отверстие под стяжку']",NULL,Комплектующие информационно-технологического оборудования прочие,01.13.17.99,КОМПЛЕКТУЮЩИЕ ИНФОРМАЦИОННО-ТЕХНОЛОГИЧЕСКОГО ОБОРУДОВАНИЯ ПРОЧИЕ,NULL,NULL
Чайник электрический BOSCH TWK3A013 2400Вт 1.7л черный,"['Вес', 'Цвет корпуса', 'Мощность', 'Объем', 'Вид нагревательного элемента', 'Фильтр от накипи', 'Звуковой сигнал при закипании', 'Индикатор уровня воды', 'Вращение на 360°', 'Высота', 'Глубина', 'Длина шнура', 'Ширина', 'Материал корпуса', 'Функция автоматического отключения при отсутствии воды', 'Функция автоматического отключения при закипании воды', 'Индикатор включения', 'Подсветка ', 'Чашки в комплекте']",4255.91,Электрочайники бытовые,01.20.01.03.01.01,ЭЛЕКТРОЧАЙНИКИ БЫТОВЫЕ,NULL,NULL
Печь микроволновая Polaris PMO 2303DG RUS 1400 Ватт черная,"['Габаритный размер', 'Мощность микроволн', 'Объем камеры', 'Тип управления', 'Цвет']",15999.00,Печи микроволновые,01.20.01.02,ПЕЧИ МИКРОВОЛНОВЫЕ,NULL,NULL
Термопот Tesler TP-5055 Black (1200 Вт),"['Диапазон регулирования температуры', 'Защита от перегрева', 'Индикатор уровня воды', 'Материал внутренней камеры', 'Мощность', 'Объем', 'Цвет']",NULL,Термопоты бытовые,01.20.01.03.05,ТЕРМОПОТЫ БЫТОВЫЕ,NULL,NULL
DeLonghi Magnifica ECAM 22.110.B кофемашина,"['Безопасность', 'Возможность приготовления капучино', 'Вид кофе', 'Гарантия', 'Длина шнура', 'Объем емкость для воды', 'Количество приготовляемых чашек кофе', 'Комплектация', 'Максимальное давление', 'Мощность', 'Материал жерновов', 'Цвет', 'Особенности', 'Объем контейнера для зерен', 'Рецепты']",NULL,Электрокофеварки бытовые,01.20.01.03.02,ЭЛЕКТРОКОФЕВАРКИ БЫТОВЫЕ,NULL,NULL
