Quarter,Category,Code,Name,Measure,Start Amount,Start Cost,Flow In Amount,Flow In Cost,Flow Out Amount,Flow Out Cost,End Amount,End Cost
20224,101.36,02-0000000017,Тумба стационарная с замком ДСП 4 ящика,ед,1.0,3830.0,,,,,1.0,3830.0
20224,101.36,02-0000000017,Тумба стационарная с замком ДСП 4 ящика,ед,1.0,3830.0,,,,,1.0,3830.0
20224,101.36,02-0000000017,Тумба стационарная с замком ДСП 4 ящика,ед,1.0,3830.0,,,,,1.0,3830.0
20224,101.36,02-0000000017,Тумба стационарная с замком ДСП 4 ящика,ед,1.0,3830.0,,,,,1.0,3830.0
20224,101.36,02-0000000017,Тумба стационарная с замком ДСП 4 ящика,ед,1.0,3830.0,,,,,1.0,3830.0
20224,101.36,02-0000000017,Тумба стационарная с замком ДСП 4 ящика,ед,1.0,3830.0,,,,,1.0,3830.0
20224,101.36,02-0000000017,Тумба стационарная с замком ДСП 4 ящика,ед,1.0,3830.0,,,,,1.0,3830.0
20224,101.36,02-0000000017,Тумба стационарная с замком ДСП 4 ящика,ед,1.0,3830.0,,,,,1.0,3830.0
20224,101.36,02-0000000017,Тумба стационарная с замком ДСП 4 ящика,ед,1.0,3830.0,,,,,1.0,3830.0
20224,101.36,02-0000000017,Тумба стационарная с замком ДСП 4 ящика,ед,1.0,3830.0,,,,,1.0,3830.0
20224,101.36,02-0000000017,Тумба стационарная с замком ДСП 4 ящика,ед,1.0,3830.0,,,,,1.0,3830.0
20224,101.36,02-0000000017,Угловой двухместный элемент дивана,ед,1.0,19530.0,,,,,1.0,19530.0
20224,101.36,02-0000000017,Угловой двухместный элемент дивана,ед,1.0,19530.0,,,,,1.0,19530.0
20224,101.36,02-0000000017,Уничтожитель документов (HSM Classic 104.3(3.9),ед,1.0,32525.0,,,,,1.0,32525.0
20224,101.36,02-0000000017,Уничтожитель документов (HSM Classic 104.3(3.9),ед,1.0,32525.0,,,,,1.0,32525.0
20224,101.36,02-0000000017,Уничтожитель документов (HSM Classic 104.3(3.9),ед,1.0,32525.0,,,,,1.0,32525.0
20224,101.36,02-0000000017,Уничтожитель документов (HSM Classic 104.3(3.9),ед,1.0,32525.0,,,,,1.0,32525.0
20224,101.36,02-0000000017,Уничтожитель документов DUO,ед,1.0,7075.34,,,,,1.0,7075.34
20224,101.36,02-0000000017,Уничтожитель документов FELLOWES,ед,1.0,4019.54,,,,,1.0,4019.54
20224,101.36,02-0000000017,"Уничтожитель документов HSM Shredstar X13, 4,0х37 white",ед,1.0,26643.0,,,,,1.0,26643.0
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см ATTACHE,ед,1.0,6159.66,,,,,1.0,6159.66
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см ATTACHE,ед,1.0,6159.66,,,,,1.0,6159.66
20224,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см ATTACHE,ед,1.0,6159.66,,,,,1.0,6159.66
20224,101.36,02-0000000017,"Холодильник ""Атлант""",ед,1.0,15000.0,,,,,1.0,15000.0
20224,101.36,02-0000000017,Холодильник ATLANT MX 2822-80,ед,1.0,27500.0,,,,,1.0,27500.0
20224,101.36,02-0000000017,"Холодильник ATLANT MX 5810-62, общий объем 285л, 60х63х150 см, однокамерный, без морозильника, белый",ед,5.0,70252.5,,,,,5.0,70252.5
20224,101.36,02-0000000017,"Холодильник CANDY CKBG 3350E встраиваемый, объем 206 л А+",ед,1.0,33750.0,,,,,1.0,33750.0
20224,101.36,02-0000000017,"Холодильник CANDY CKBG 3350E встраиваемый, объем 206 л А+",ед,1.0,33750.0,,,,,1.0,33750.0
20224,101.36,02-0000000017,"Холодильник INDESIT ST 167, двухкамерный, белый",ед,1.0,19533.72,,,,,1.0,19533.72
20224,101.36,02-0000000017,"Холодильник INDESIT ST 167, двухкамерный, белый",ед,1.0,19533.72,,,,,1.0,19533.72
20224,101.36,02-0000000017,"Холодильник INDESIT ST 167, двухкамерный, белый",ед,1.0,19533.72,,,,,1.0,19533.72
20224,101.36,02-0000000017,"Холодильник INDESIT ST 167, двухкамерный, белый",ед,1.0,19533.72,,,,,1.0,19533.72
20224,101.36,02-0000000017,"Холодильник INDESIT ST 167, общий объем 300л, верхняя морозильная камера 53л, 60",ед,1.0,16488.48,,,,,1.0,16488.48
20224,101.36,02-0000000017,"Холодильник INDESIT ST 167, общий объем 300л, верхняя морозильная камера 53л, 60",ед,1.0,16488.48,,,,,1.0,16488.48
20224,101.36,02-0000000017,"Холодильник INDESIT ST 167, общий объем 300л, верхняя морозильная камера 53л, 60",ед,1.0,16488.48,,,,,1.0,16488.48
20224,101.36,02-0000000017,"Холодильник INDESIT TT 85.005, общий объем 122л, морозильная камера 14л, 60x61,5x85 см, цвет дерево",ед,3.0,37026.0,,,,,3.0,37026.0
20224,101.36,02-0000000017,"Холодильник INDESIT TT 85.005, общий объем 122л, морозильная камера 14л, 60х62х8",ед,1.0,12525.19,,,,,1.0,12525.19
20224,101.36,02-0000000017,"Холодильник INDESIT TT 85.005, общий объем 122л, морозильная камера 14л, 60х62х8",ед,1.0,12525.19,,,,,1.0,12525.19
20224,101.36,02-0000000017,Холодильник встраиваемый АС-25В 350х395х458,ед,1.0,22930.0,,,,,1.0,22930.0
20224,101.36,02-0000000017,Чайник-термопот электрический REDMOND RTP - M801 3.5 л,ед,1.0,5844.0,,,,,1.0,5844.0
20224,101.36,02-0000000017,Чайник-термопот электрический REDMOND RTP - M801 3.5 л,ед,1.0,5844.0,,,,,1.0,5844.0
20224,101.36,02-0000000017,Шкаф - модуль напольный,ед,1.0,23179.87,,,,,1.0,23179.87
20224,101.36,02-0000000017,"Шкаф 92х44,6х79,2",ед,1.0,15500.0,,,,,1.0,15500.0
20224,101.36,02-0000000017,"Шкаф 92х44,6х79,2",ед,1.0,15500.0,,,,,1.0,15500.0
20224,101.36,02-0000000017,"Шкаф 92х44,6х79,2",ед,1.0,15500.0,,,,,1.0,15500.0
20224,101.36,02-0000000017,"Шкаф 92х44,6х79,2",ед,1.0,15500.0,,,,,1.0,15500.0
20224,101.36,02-0000000017,"Шкаф 92х44,6х79,2",ед,1.0,15500.0,,,,,1.0,15500.0
20224,101.36,02-0000000017,"Шкаф BRANDMAUER BM-1993 KL, металл. огнест.1950х930х520 мм,  взломостойкий",ед,1.0,83895.0,,,,,1.0,83895.0
20224,101.36,02-0000000017,Шкаф TLC 85.1 Кабинет для руководства,ед,1.0,10400.0,,,,,1.0,10400.0
20224,101.36,02-0000000017,Шкаф Valberg BM-1993 KL огнестойкий,ед,1.0,62910.0,,,,,1.0,62910.0
20224,101.36,02-0000000017,Шкаф архивный NL 1860х850х400,ед,1.0,13275.0,,,,,1.0,13275.0
20224,101.36,02-0000000017,Шкаф архивный NL 1860х850х400,ед,1.0,13275.0,,,,,1.0,13275.0
20224,101.36,02-0000000017,Шкаф архивный NL 1860х850х400,ед,1.0,13275.0,,,,,1.0,13275.0
20224,101.36,02-0000000017,Шкаф архивный NL 1860х850х400,ед,1.0,13275.0,,,,,1.0,13275.0
20224,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20224,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20224,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20224,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20224,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20224,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20224,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20224,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,Шкаф глухой,ед,1.0,6083.85,,,,,1.0,6083.85
20224,101.36,02-0000000017,"Шкаф глухой 220*92, Сенатор",ед,1.0,26314.0,,,,,1.0,26314.0
20224,101.36,02-0000000017,"Шкаф деревянный для документов, купе, 163,6х44,4х110, альп. дуб",ед,20.0,245747.2,,,,,20.0,245747.2
20224,101.36,02-0000000017,Шкаф для бумаг комб. БОНД венге,ед,1.0,25618.0,,,,,1.0,25618.0
20224,101.36,02-0000000017,Шкаф для документов,ед,1.0,29789.1,,,,,1.0,29789.1
20224,101.36,02-0000000017,Шкаф для документов (персонал) тип 1,ед,39.0,1019455.71,,,,,39.0,1019455.71
20224,101.36,02-0000000017,Шкаф для документов (руководителя),ед,11.0,306601.13,,,,,11.0,306601.13
20224,101.36,02-0000000017,Шкаф для одежды БОНД венге,ед,1.0,14539.0,,,,,1.0,14539.0
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный,ед,1.0,8951.25,,,,,1.0,8951.25
20224,101.36,02-0000000017,Шкаф комбинированный глубокий для кабинета руководителя,ед,1.0,24682.8,,,,,1.0,24682.8
20224,101.36,02-0000000017,Шкаф комбинированный глубокий для кабинета руководителя,ед,1.0,25089.66,,,,,1.0,25089.66
20224,101.36,02-0000000017,Шкаф медицинский,ед,1.0,7171.45,,,,,1.0,7171.45
20224,101.36,02-0000000017,Шкаф металлический огнестойкий BRANDMAUER BM -1993 RL 1950х930х520 мм,ед,1.0,72915.2,,,,,1.0,72915.2
20224,101.36,02-0000000017,Шкаф напольный,ед,1.0,4761.33,,,,,1.0,4761.33
20224,101.36,02-0000000017,Шкаф напольный,ед,1.0,4761.33,,,,,1.0,4761.33
20224,101.36,02-0000000017,Шкаф напольный,ед,1.0,4761.33,,,,,1.0,4761.33
20224,101.36,02-0000000017,Шкаф напольный,ед,1.0,4761.33,,,,,1.0,4761.33
20224,101.36,02-0000000017,Шкаф напольный,ед,1.0,4761.33,,,,,1.0,4761.33
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,Шкаф низкий Geradom GD-1171,ед,1.0,4940.0,,,,,1.0,4940.0
20224,101.36,02-0000000017,"Шкаф низкий для кабинета руководителя, тип 1",ед,1.0,31179.78,,,,,1.0,31179.78
20224,101.36,02-0000000017,"Шкаф низкий для кабинета руководителя, тип 1",ед,1.0,31179.78,,,,,1.0,31179.78
20224,101.36,02-0000000017,"Шкаф низкий для кабинета руководителя, тип 2",ед,1.0,24377.1,,,,,1.0,24377.1
20224,101.36,02-0000000017,"Шкаф низкий офисный для руководителя Сенатор 92х44,6х79,2см, ЛДСП, дуб альпийски",ед,1.0,16730.55,,,,,1.0,16730.55
20224,101.36,02-0000000017,"Шкаф низкий офисный для руководителя Сенатор 92х44,6х79,2см, ЛДСП, дуб альпийски",ед,1.0,16730.55,,,,,1.0,16730.55
20224,101.36,02-0000000017,"Шкаф низкий офисный для руководителя Сенатор 92х44,6х79,2см, ЛДСП, дуб альпийски",ед,1.0,16730.55,,,,,1.0,16730.55
20224,101.36,02-0000000017,"Шкаф однодверный навесной, корпус ДСП 18мм, фасад - МДФ, цвет - темно-серый 600x800x300",ед,1.0,10390.0,,,,,1.0,10390.0
20224,101.36,02-0000000017,"Шкаф однодверный навесной, корпус ДСП 18мм, фасад - МДФ, цвет - темно-серый 600x800x300",ед,1.0,10390.0,,,,,1.0,10390.0
20224,101.36,02-0000000017,"Шкаф с 2 створками, корпус ДСП 18мм, фасад - МДФ, цвет - темно-серый 1944х600х560",ед,1.0,13350.0,,,,,1.0,13350.0
20224,101.36,02-0000000017,"Шкаф с 2 створками, корпус ДСП 18мм, фасад - МДФ, цвет - темно-серый 1944х600х560",ед,1.0,13350.0,,,,,1.0,13350.0
20224,101.36,02-0000000017,Шкаф с дверьми купе Тип 1,ед,6.0,125675.04,,,,,6.0,125675.04
20224,101.36,02-0000000017,Шкаф с дверьми купе Тип 2,ед,3.0,64800.36,,,,,3.0,64800.36
20224,101.36,02-0000000017,Шкаф с дверьми купе Тип 3,ед,39.0,615124.38,,,,,39.0,615124.38
20224,101.36,02-0000000017,Шкаф с дверьми купе Тип 4,ед,5.0,82638.05,,,,,5.0,82638.05
20224,101.36,02-0000000017,Шкаф с дверьми купе Тип 5,ед,4.0,65692.96,,,,,4.0,65692.96
20224,101.36,02-0000000017,Шкаф с дверьми купе Тип 6,ед,28.0,463569.12,,,,,28.0,463569.12
20224,101.36,02-0000000017,Шкаф с дверьми Тип 7,ед,12.0,253698.12,,,,,12.0,253698.12
20224,101.36,02-0000000017,"Шкаф со стеклом 220*92, дуб Шамони,  Сенатор",ед,1.0,34102.0,,,,,1.0,34102.0
20224,101.36,02-0000000017,"Шкаф со стеклом 220*92, дуб Шамони,  Сенатор",ед,1.0,34102.0,,,,,1.0,34102.0
20224,101.36,02-0000000017,"Шкаф со стеклом 220*92, дуб Шамони,  Сенатор",ед,1.0,34102.0,,,,,1.0,34102.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний Geradom GD-1175,ед,1.0,5650.0,,,,,1.0,5650.0
20224,101.36,02-0000000017,Шкаф средний широкий,ед,41.0,435904.62,,,,,41.0,435904.62
20224,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20224,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20224,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20224,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20224,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20224,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20224,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20224,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20224,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20224,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20224,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
20224,101.36,02-0000000017,Шкаф универсальный,ед,1.0,5997.94,,,,,1.0,5997.94
